"ID","Created Date","Updated Date","Owner","projectID","Item Name","Item Completed","Parent Stage ID","Order","Is Category","Description","Qty","Unit Price","Total","Type","Recommend Item","Image","Internal","Margin Percent","Cost","price"
"2d5ec2c2-9907-4285-63d0-fc9b67bcba40",2023-08-29T18:47:37Z,2024-01-04T00:55:01Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","e12973a1-7272-ccaf-314a-a97533910bb2","Bathroom #1 Remove toilet, install toilet supplied by customer",false,,9,false,"Demo and haul away existing toilet
Install new toilet provided by customer with wax ring and angle stop",1,,,"Item",false,,false,50,275,412.5
"2d6eddf3-fbf6-b28f-dc67-6f9752c5b8de",2022-08-31T22:48:30Z,2022-11-29T16:54:37Z,"25002954-d890-4b6f-9100-53afc320aff6","26","Master bathroom",true,,5,false,"
Build framing for new shower
Install new cast iron drain
Install new mixer valve and shower head
Supply and Install new tile on shower wall, shower pan and bathroom floor
Install new pre made vanity and connect new lavatory faucet",1,10770,10770,"Item",false,,false,,,
"2d788389-fa38-9be9-45d9-b8c5054b9e74",2023-01-26T00:30:12Z,2023-01-26T00:39:27Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","a56f4fc8-0bbd-62c8-231d-0bdd7578390b","Windows",false,,2,false,,1,,,"Item",false,,false,35,2000,2700
"2d8549d0-114b-68c3-f086-d32a266cd402",2023-11-20T20:31:21Z,2024-01-23T21:37:56Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","88f984d1-41dd-31e5-3676-bf386651fb79","Popcorn ceiling removal",false,,1,false,"Living room 320 x 146
Bedroom 155x155",1,,,"Item",false,,false,50,0,0
"2db54d39-0ac8-2f5e-b67c-6177da94d87b",2023-08-12T05:20:14Z,2023-08-16T22:17:28Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","198402ab-e915-f2fd-7226-610a86e1393f","Exterior paint of stucco",false,,9,false,"Including repair of chimney top",1,,,"Item",false,,false,50,6450,9675
"2de7159a-4c02-09fb-c2a9-e6aabbcb9431",2023-04-01T00:00:41Z,2023-12-19T19:49:12Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0db113fc-2878-7f86-bdbf-de95449cfea6","LVT FLOORING",false,,5,false,"Clean carpet in 2 bedrooms, hallway.
Remove and haul away
Supply and install new LVT floor for the rest of the house.
Supply and install new baseboards (prime and paint)",1,,,"Item",false,,false,55,5122.6,7940
"2e2be75e-c308-e1ea-20a3-69ed028c8a37",2022-12-14T06:33:58Z,2022-12-14T06:55:53Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","e1ccdd7a-b65b-7d47-f504-ede5b73116f9","PAYMENT TERMS:",false,,4,false,"COD - TO BE PAID BY OWNER - FINANCE IS CAPPED FOR THIS PROJECT",1,,,"Text",false,,false,0,0,0
"2e301ff5-1128-2398-7661-654c0ec15c22",2022-08-31T22:36:55Z,2022-09-07T05:49:20Z,"25002954-d890-4b6f-9100-53afc320aff6","25","Powder Room",true,,3,false,"
Install new LVT on top existing tile floor
Demo vanity, mirror and light fixture
Supply and install new 42” pre made vanity with new lavatory faucet
install new mirror
install pendant light
Install GFCI outlet",1,6300,6300,"Item",false,,false,,,
"2e5ff07a-7b09-b697-1601-385ca412baa1",2023-03-14T00:51:56Z,2023-03-14T01:11:20Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","9189075a-6beb-afc9-bef2-5603a57acd0b","Master bathroom",false,,4,false,"Demo existing vanity & mirror above it
Demo existing toilet
Demo shower door
Remove and haul away all debris
install new 24"" vanity (allowance $400.00)
Install new lavatory faucet (allowance $150.00)
Install new mirror (allowance $100.00)
Install new ceiling mount light fixture (alliance $200.00)
Reglaze shower walls and shower pan
Install new frameless shower door

",1,,,"Item",false,,false,55,3800,5890
"2e609d1f-d776-48ca-b516-4b6b349953b4",2022-07-25T03:49:26Z,2022-08-07T21:39:37Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","7","Repair drywall after removal of soffits ",true,,7,false,,,,,"Item",,,,,,
"2e6c245b-64ee-4dea-8163-f1e74710ef4e",2022-07-25T03:49:26Z,2022-08-07T21:42:51Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Insulation:",true,,52,false,,,,,"Item",,,,,,
"2e79c865-d182-469d-a1a7-3ef9db57e0b2",2022-07-25T03:49:26Z,2022-08-07T21:42:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Install 2 new vessel sinks and 2 lavatory faucets (supplied by customer)",true,,121,false,,,,,"Item",,,,,,
"2e7e9589-b022-e3ed-1466-f49a3234c623",2023-08-04T21:55:48Z,2023-10-10T01:41:48Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","ea25d406-b2ca-a5a2-7047-51c7245a2d80","Flooring",false,,4,false,"Demo flooring in both bathrooms
Demo all carpet in bedrooms and hallway
Demo floor in kitchen area and living room
Remove railings
Haul away all debris
Prepare floor a needed and install new plywood as needed
Supply and install approx. 1650 sq.ft of new LVT floor 
(allowance $2.50 per sq.ft)
Supply and install new baseboards (prime and paint)
",1,,,"Item",false,,false,45,10700,15515
"2e8669e8-7f57-05c9-e14e-3b9cac598d1c",2023-07-01T00:19:36Z,2023-08-05T23:47:15Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","8941fc81-ce88-8714-88eb-2ca46638e6bc","Garage",false,,8,false,"Apply Kilz to remove damages from pervious leak",1,,,"Item",false,,false,45,225,326.3
"2ea3be9f-5623-20ed-5377-59beb86aea96",2023-05-31T04:08:15Z,2023-06-26T17:06:49Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","9b0090e1-c15f-3434-7fbf-4f1a926b3117","Garage",false,,6,false,"Install new electric for washer and dryer 
Build new shelves for storage above washer and dryer
Remove and haul away two damaged cabinets
Remove all debris from garage ceiling
Make sure gorge fan thermostat is functioning 
Install new utility sink with a faucet (allowance $200.00)",1,,,"Item",false,,false,45,4413.8,6400
"2eab6437-33fa-f5bf-4654-4c210094c69d",2023-12-18T17:32:54Z,2024-02-13T04:26:28Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","60e739a7-4a62-2ae8-1b0d-5ba315bf7192","Divison 22 Plumbing",false,,13,false,,1,,,"Item",false,,false,35,2700,3645
"2f88d913-c295-4695-8703-cfd1c6d350d1",2022-11-21T05:08:48Z,2022-11-21T05:19:29Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","113bc868-c0a1-e151-a260-32b0f7788da0","LVT Floor installation",false,,5,false,"Demo existing carpet in 3 bedrooms (including closets)
Demo carpet in 2 bathrooms
Remove and haul away all debris
Supply and install new LVT floor",1,10920,10920,"Item",false,,false,35,8088.9,10920
"2f91a86e-c239-69ff-2bef-cee995960376",2023-04-07T19:35:28Z,2023-04-07T19:35:28Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","dfb35183-4a42-64c5-9715-5cd755fb92bf","Kitchen cabinets",false,,8,false,"Paint existing wood cabinets off white color)",1,,,"Optional",false,,false,56,1800,2808
"2fad6585-90e8-bb1c-9ef0-bd159275635d",2023-03-21T17:04:55Z,2023-03-21T17:04:55Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","5da40887-b153-69d0-ebc6-86e84c9de0c8","Landscaping",false,,5,false,"Trim the large tree that is hovering too close to the roof.",1,,,"Item",false,,false,45,1500,2175
"2fb664f8-a67e-8224-b2ce-07dc15de22e0",2023-02-27T06:18:55Z,2023-02-27T06:18:55Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0d559030-5838-cd66-e43d-7438194e3410","Example kitchen demo",false,,1,false,"Do 1
Do 2
Do 3",1,,,"Item",false,,false,35,7407.4,10000
"2fea562d-23b1-8c3a-0749-f466079e2c13",2023-08-21T19:32:32Z,2023-10-17T22:54:13Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","2d042295-b018-ec04-a6ef-9036f4c9cc42","Bathroom # 3",false,,9,false,"Clean grout lines inside the shower  
Paint cabinets (white color)
Demo existing mirror
Supply and install 2 individual mirrors 
",1,,,"Item",false,,false,50,2300,3450
"3000cb77-7628-63d3-6339-3d9c5c6dd58e",2023-03-28T21:25:36Z,2023-03-28T22:06:49Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","c7e0867d-7518-3fe6-563d-247519f42146","Roof",false,,3,false,"Pull permit for new roof
Demo existing roof.
Remove and haul away 
Supply and install new 30 years shingles roof.",1,,,"Item",false,,false,45,12800,18560
"30158f68-ec48-465e-8929-1454434206a8",2022-11-21T04:14:10Z,2022-11-25T06:04:01Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0d4dfd67-3907-4ffe-8f8b-19e363ec877b","Windows & door + framing & master bedroom",false,,8,false,"• Remove all the existing windows and sliding doors per approved demolition plan.
• Modify framing in 5 areas per windows/doors scheduled in the approved plan.
• Supply and install 3 exterior doors in the garage, laundry room and bedroom (door allowance $400.00)
• Install new locks and hardware for newly installed doors

Homeowner to supply:
Locks and hardware for 2 new doors",1,41800,41800,"Item",false,,false,35,38518.5,52000
"30392e23-a8bf-b6e5-55a5-2a32709ae6d8",2023-06-17T01:30:47Z,2023-07-25T16:44:48Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","9245eb71-62a5-9121-02d4-5dff24823be5","Plumbing",false,,8,false,"Install all plumbing finishes for shower (provided by owner)
Install all rough plumbing for tow lavatory faucets (both vanities)
Install 2 new lavatory faucets (provided by owner)",1,,,"Item",false,,false,45,2000,2900
"303ba489-dcc7-82f5-5186-3998e3a85780",2023-03-31T16:23:18Z,2023-04-21T00:49:40Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","97fbb7c6-e496-d920-7bb9-7de943bdc0f7","Outlets/Covers/switches replacements",false,,1,false,"Replace all the outlets, covers and switches in the house.",1,,,"Item",false,,false,45,1200,1740
"30682d51-b0ab-75dd-2455-56a92420257b",2023-03-14T00:51:56Z,2023-03-14T01:11:20Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","9189075a-6beb-afc9-bef2-5603a57acd0b","Living room",false,,6,false,"Install new light fixture instead of existing chandelier (allowance $200.00) ",1,,,"Item",false,,false,45,375,543.8
"307191e3-3f86-8023-8a83-6ac3dd595bf5",2023-08-12T05:20:14Z,2023-08-16T22:17:27Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","198402ab-e915-f2fd-7226-610a86e1393f","Driveway ",false,,2,false,"Demo bushes and remove red bricks
Grading and preparation of surface
Pour approx.. 280 Sq. Ft. of concrete",1,,,"Item",false,,false,50,3500,5250
"308491e1-496b-aedb-dee9-518f11a6adee",2022-12-07T05:33:25Z,2023-01-19T16:34:50Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","488b5f5e-a885-7a30-46c4-a90375bf0380","LVT installation ",false,,10,false,"Demolish 270 sq. ft. of tile in main entrance.
Scrape the floor and level
Install new LVT floor",1,,,"Item",false,,false,35,3180,4293
"30973ca2-efc2-4d86-b730-777fb012a5f5",2022-07-25T03:49:26Z,2022-08-07T21:42:51Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Close existing holes in drywall",true,,59,false,,,,,"Item",,,,,,
"30a1d4b8-1138-33fc-f2b5-68e176a4614c",2022-11-02T03:45:27Z,2022-12-12T15:03:50Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","45","Electric",true,,1,false,"Bedroom #  1 Install 4 LED lights plus on/off dimmer switch
Bedroom # 2 Install 4 LED lights plus on/off dimmer switch
Master Bedroom Install 8 LED  lights plus on/off dimmer switch",1,2650,2650,"Item",false,,false,,,
"30c3be27-69a3-3522-f029-1d498b5d7caa",2023-03-02T00:17:06Z,2023-03-02T00:17:06Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","ae729e3f-5d87-f771-20e1-cc48147834a1","Partition wall - main entrance",false,,2,false,"Demo existing partition wall in order to create an open space feeling as you enter the house.
Remove and haul away all debris.
Popcorn ceiling - smooth the ceiling ",1,,,"Item",false,,false,35,2780,3753
"30d1360e-d4bd-2329-1ba1-680b4325c629",2022-08-31T22:41:04Z,2022-11-29T16:52:55Z,"25002954-d890-4b6f-9100-53afc320aff6","22","Trash removal & site preparation",true,,6,false,,1,1450,1450,"Item",false,,false,,,
"30d28c65-8289-4f5a-a876-c7711da3d7cd",2022-07-25T03:49:26Z,2022-08-07T21:40:07Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","7","Skim Coat the ceiling and prepare for paint ",true,,23,false,,,,,"Item",,,,,,
"30e81494-5bc0-5646-c721-74a8d19b829e",2023-04-07T20:23:18Z,2023-04-18T01:37:02Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","8e16e4c2-a431-ea05-6a79-a71a696dbe72","Plywood replacement on the roof",false,,3,false,,1,,,"Item",false,,false,45,2000,2900
"310f98cf-4b0e-1a48-1ed5-d048983d919b",2023-08-04T21:55:48Z,2023-10-10T01:41:48Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","ea25d406-b2ca-a5a2-7047-51c7245a2d80","Popcorn ceiling Removal ",false,,3,false,"Remove existing popcorn ceiling
Repair all ceilings and apply mudding
Sand down and skim coat
",1,,,"Item",false,,false,45,4500,6525
"311b0503-731c-2955-8cf4-58d8c3bce135",2023-08-19T20:01:52Z,2024-01-04T00:55:01Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","e12973a1-7272-ccaf-314a-a97533910bb2","Bathroom # 2 - Repair drywall and paint entire bath",false,,11,false,,1,,,"Item",false,"wix:image://v1/ugd/429665_50e2a529531946979261823456661930~mv2.jpeg/E727915A-B455-4E78-A951-BB6EA88AD343.jpeg#originWidth=3024&originHeight=4032",false,50,1100,1650
"31676069-691d-d4dc-ad51-3f39efa9387b",2023-02-27T05:28:57Z,2023-02-27T05:28:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","3f81f020-920d-8aad-5acb-77bad470af13","Example garage",false,,4,false,"maybe we can also make this one nice",0,,,"Optional",false,,false,35,740.7,1000
"318092e7-916c-d77e-1374-0fb882ef9b9e",2023-08-19T19:59:25Z,2024-01-04T00:55:01Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","e12973a1-7272-ccaf-314a-a97533910bb2","Bathroom # 1 - bath new floor",false,,6,false,"Supply and install new LVP floor",1,,,"Item",false,"wix:image://v1/ugd/429665_50e2a529531946979261823456661930~mv2.jpeg/E727915A-B455-4E78-A951-BB6EA88AD343.jpeg#originWidth=3024&originHeight=4032",false,50,950,1425
"3189cb7e-2fe4-c8c6-c9ed-ab8ad2a59e5c",2023-07-21T19:52:10Z,2023-08-07T22:46:30Z,"c3ac82e0-dfee-463e-a6fd-146c95dec030","107b329d-4dc3-f2e8-48c2-4a682c35cb02","Second Floor Kids Bedroom 1",false,,5,false,"Minor drywall repairs 
Primer and paint walls and ceiling in White color ",1,,,"Optional",false,"wix:image://v1/c3ac82_ea8da38e19554c76922368473b8ddb33~mv2.jpg/Second%20Floor%20Bedroom%201%20Pic%202.jpg#originWidth=480&originHeight=640",false,55,600,930
"319afa7b-7772-816a-d593-ed1f82bcd011",2022-10-25T00:47:01Z,2022-10-25T01:19:37Z,"526f6ed8-8cf2-47fc-893d-65fc64965c37","44","LVT FLOOR  - Material allowance",false,,2,false,"Flooring + 10% waste",1350,2.5,3375,"Item",false,,false,,,
"31d75579-2487-45d6-9fc6-33439b836bd8",2022-07-25T03:49:26Z,2022-08-07T21:42:51Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Sign DocuSign contract ",true,,12,false,,,,,"Item",,,,,,
"31d791a0-f99e-b689-ad7e-9696f3ec64e4",2022-11-16T02:59:43Z,2022-12-10T02:05:26Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0cae06f7-0fc7-73a2-1376-d824d6e95792","General Remodeling",false,,1,false,"Complete demo of kitchen,2 bathrooms, existing flooring, popcorn ceiling
Remove and haul away all the junk in the backyard
Install new kitchen including cabinets, counter top, backsplash, kitchen appliances
Install 2 new bathrooms including new piping, new tile installation, new tub, new shower, vanities, mirrors, fans.
Rewire all the electric cables in the house and bring it up to code
Install new LED lights
Install new swathes and outlets
Complete interior paint
Complete exterior paint
Replace all windows to double pan
Install new entrance door
Install new LVT flooring with baseboards
Install new interior doors
Install new closet doors

",1,,,"Item",false,,false,35,103300,139455
"31da26d4-a9c0-4a10-a6c4-3b8a996a4969",2022-07-25T03:49:26Z,2022-08-07T21:40:28Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","7","Interior ",true,,79,true,,,,,"Item",,,,,,
"31e42ddf-d014-47c8-a0e7-56c2cdfc1f0f",2022-07-25T03:49:26Z,2022-08-07T21:42:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Build framing for tub deck.",true,,116,false,,,,,"Item",,,,,,
"3208418f-b905-deb8-b601-eb8332cbc670",2024-03-12T04:29:58Z,2025-04-28T21:46:13Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","c79fde03-33c8-fab3-fbee-5c8faf590878","New ventilation system per city request",false,,2,false,,1,,,"Item",false,,false,0,2300,2300
"32180d5e-5d96-6591-1361-342d6b933268",2023-10-10T01:19:22Z,2023-10-20T20:36:37Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","4c513175-373d-5e10-6206-68831d75159d","Redo rear slab with concrete or decomposed granite",false,,3,false,,1,,,"Item",false,,false,50,0,0
"326eb39e-5ca7-4a19-bc26-6b38c496ee42",2022-11-21T05:08:48Z,2022-11-21T05:19:29Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","113bc868-c0a1-e151-a260-32b0f7788da0","Reglazing",false,,8,false,"Kids bathroom -
Reglaze counter top, tub and surround.
Master Bathroom-
Reglaze counter top, shower and tub.",1,2200,2200,"Item",false,,false,35,1629.6,2200
"32e8236a-21ab-bc02-993c-701f2ad837cb",2023-06-09T04:52:32Z,2023-07-16T01:37:27Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","93791c0d-40b0-3091-5b7d-dbe1bccd9280","Wood Patio - Stucco repairs",false,,8,false,"Repair stucco at the bottom of the columns ",1,,,"Item",false,"wix:image://v1/50dc93_758de5caee4f4d62958a0e9878fc7b77~mv2.jpeg/IMG_2718.jpeg#originWidth=4032&originHeight=3024",false,50,750,1125
"32f2ba09-318a-4cb2-a0c8-73945c5979ed",2022-07-25T03:49:26Z,2022-08-31T21:30:32Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0","Install new baseboards",true,,9,false,,,,,"Item",,,,,,
"3302b955-5b09-8134-7c83-a4a92ce190b4",2023-05-14T22:20:28Z,2023-05-15T05:44:49Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","7f1d422d-ec6c-4104-d44a-94f956a552a9","Attic access panel",false,,3,false,"Frame new opening for attic ladder access
Supply and install new folding ladder
Repair drywall as needed
Paint hallway ceiling ",1,,,"Item",false,,false,45,1750,2537.5
"33170101-6b26-f4e1-daa3-f4946687b248",2023-05-02T20:31:46Z,2023-07-16T02:08:14Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","990fc1a4-53cb-62c3-e2fd-c05331c7cd93","Flooring 1700 sq ft",false,,7,false,"Demo existing flooring as needed
Supply and install new LVT floor (material allowance $2.75 per sq ft)
Supply and install new baseboards ",1,,,"Item",false,,false,40,12000,16800
"332c0ae9-13f1-46c5-bf97-003a549080ba",2022-11-21T05:08:48Z,2022-11-21T05:19:29Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","113bc868-c0a1-e151-a260-32b0f7788da0","Trash removal & site preparation",false,,6,false,,1,1450,1450,"Item",false,,false,35,1074.1,1450
"3331802f-d351-a10a-71bd-35fd0f12cc65",2023-11-10T05:56:30Z,2024-01-29T01:18:51Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","be857b6b-64d6-f38c-cceb-a1d5f2a0c7c5","DEEP CLEANING WHOLE HOUSE",false,,3,false,"DEEP CLEANING WHOLE HOUSE INCLUDING

no surface left untouched
balconies 
vents
screens
windows-both interior and exterior
light fixtures-both interior and exterior
power wash exterior including driveway",1,,,"Item",false,,false,20,5400,6480
"333231e5-7dd4-ce36-e420-c67f42a0aab3",2023-09-12T03:59:50Z,2023-10-17T22:48:58Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","7683a4dc-0ae7-7a90-d344-8767e5eccdfb","Demo, Supply, and Install Upstairs LVP",false,,3,false,"Includes moving upstairs beds, furniture etc. for flooring",1,,,"Item",false,,false,50,2700,4050
"3348056d-40fc-c398-b520-16cb90fdad6a",2024-02-16T02:22:21Z,2024-06-11T04:11:27Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","b4df9f8c-75a5-75a8-cc52-d2fc1c278905","Master bathroom",false,,2,false,"Refinish 2 cabinets to white color
Sand down, apply primer and color finish coat",1,,,"Item",false,,false,50.48,1050,1580
"334a0f4d-9f17-a2f1-dd96-359db5aa8f81",2023-06-22T05:15:10Z,2023-08-09T21:55:43Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","b9dfa0b2-85fe-65e4-5c57-39025c6b7ead","Flooring",false,,8,false,"Demo existing carpet in all bedrooms and common area
Remove and haul away
Install new modern large format tile to match existing tile
",0,,,"Optional",false,,false,50,18500,27750
"336cceaf-9fc2-f7eb-89b9-108d924758c0",2023-08-30T21:15:29Z,2023-10-21T21:58:07Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","b64ccdf5-bf33-cb8a-968d-418e0c266d6f","Paint interior",false,,1,false,"Install new baseboards all around 
Paint all interior white
Kitchen, Bath 1, & Bath 2 vanities
cabinet Formica-dings needs paint
Benjamin Moore White Dove",1,,,"Item",false,,false,50,6000,9000
"336ff49d-6daf-19c3-b53e-490a3633d113",2023-02-06T02:48:29Z,2023-10-10T01:42:59Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","2866e736-8e4a-3326-0b51-6d0df6d7ed36","Powder room",false,,6,false,"Complete remodel
Including new tile, new vanity, new toilet, new fan",1,,,"Item",false,,false,35,14800,19980
"338724ff-2e69-8460-3e74-06499e999d47",2023-02-27T06:18:55Z,2023-02-27T06:18:55Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0d559030-5838-cd66-e43d-7438194e3410","Example kitchen",false,,3,false,"make me look from top notch",1,,,"Item",false,,false,35,5925.9,8000
"3387e520-016d-41c1-b384-2ab60aeef2a6",2022-07-25T03:49:26Z,2022-08-31T21:30:22Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0","Cut the top potion of the metal fences in the driveway ",true,,4,false,,,,,"Item",,,,,,
"338fc38e-056e-4bc0-d68f-89b24b41956a",2023-03-06T17:10:45Z,2023-03-06T17:16:25Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","1a81d866-5229-0aed-f613-9307c848865c","Windows Replacement",false,,4,false,"*Please note : Final prices to be provided upon final measurements.
Demo the following windows /doors (listed below).
Remove and haul way all debris
demo drywall and stucco as needed in order to install new windows.
Supply and install new vinyl windows and stationary glass windows
Supply and install double exist doors (wood)

Master Bedroom - total of 7 windows
Master Bathroom - Upper stationary window 
Living Room  - SW corner window
Living Room - 2 stationary windows
Kitchen - stationary window
Family Room - double exit doors
Bedroom # 2
Laundry room - replace existing window
Garage window",1,,,"Item",false,,false,45,14580,21141
"33909fdc-12bf-9394-e4e2-7415d6f8bd94",2023-03-12T23:41:57Z,2023-03-12T23:41:57Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","b73ae62a-3ef5-90fe-aaf1-958a42df7fb5","Flooring installation  (Bonus room)",false,,8,false,"Supply and install 320 Sq. Ft. of LVT floor (on top of existing floor)
Supply and install new threshold",1,,,"Item",false,,false,45,2000,2900
"33aa20ab-2fb8-9d0c-2535-c1383d31a514",2022-10-21T04:17:29Z,2022-11-29T17:04:49Z,"526f6ed8-8cf2-47fc-893d-65fc64965c37","43","Paint Exterior",true,,7,false,"Install new fascia boards all around the house)
Repair stucco and needed and paint the front of the house and the sides
Paint the newly installed fascia boards",1,12850,12850,"Item",false,,false,,,
"343a4be0-f9c4-77f6-7692-ab3b483bc374",2022-11-29T05:37:02Z,2022-12-02T02:09:24Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","89fdf71d-0256-adb3-750b-1bca8e9238bc","Windows/Doors",false,,6,false,"Supply and install new picture window above the main entrance door
Supply and install new double pan French door (leading to the balcony)
Supply and install new window in Master bathroom (1st floor)
Supply and install new window in master bathroom suite (2nd floor)",1,,,"Item",false,,false,35,4200,5670
"347c7293-fe6c-b15f-8710-057a6b04d75d",2023-02-27T06:10:11Z,2023-02-27T06:10:11Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6ffb2241-c27f-243a-f1de-8ba2f46713d6","Example kitchen",false,,3,false,"make me look from top notch",1,,,"Item",false,,false,35,5925.9,8000
"348f03d5-ac0a-73bd-f7e6-578bdbdc43aa",2023-10-25T14:39:51Z,2023-10-25T14:44:19Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","917b479c-a0f5-498f-3928-2d1c478e4c74","Guest bathroom",false,,3,false,"Demo existing vanity
Disconnect existing toilet
Demo existing flooring
Disconnect faucet
Reinstall existing toilet
Supply and install 27 sq. ft. of new LVT floor
Sup[ply and install new 36"" vanity
Supply and install new faucet        (allowance $1000.00)
Supply and install new light fixture (allowance $150.00)
Supply and install new mirror
Paint bathroom
Reglaze tub",1,,,"Item",false,,false,50,4580,6870
"34b59126-68d7-3d83-d0ea-9e9534f6cb9f",2023-08-21T19:19:32Z,2023-10-17T22:54:13Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","2d042295-b018-ec04-a6ef-9036f4c9cc42","Bathroom # 1",false,,7,false,"Supply and install new hardware for the shower ( brushed nickel )
Supply and install 2 mirrors 
Supply and install new exhaust fan 


",1,,,"Item",false,,false,50,1950,2925
"34f57f19-a707-8eb3-2573-2ee82a7395b0",2023-08-21T19:19:31Z,2023-10-17T22:54:13Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","2d042295-b018-ec04-a6ef-9036f4c9cc42","SPC flooring installation ",false,,3,false,"Demo carpet in all common areas
Install new plywood as needed
Supply and install new SPC tile on top of new plywood
Supply and install new SPC tile on top of existing tile
Supply and install new baseboards (prime and paint)",1,,,"Item",false,,false,50,17000,25500
"3534a03d-0bf6-c26f-9dba-4d1f8bfa7952",2023-03-11T03:52:45Z,2023-03-11T03:57:46Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","4f926548-fcd9-6e84-59e3-912913a8dff4","PAINT",false,,4,false,"Paint entire house (interior)
Paint exterior trims of the doors and windows that are facing the side of the house
Remove 2x4 wood piece from court yard
Paint 2 bathroom vanities",1,,,"Item",false,,false,45,7200,10440
"353ce616-496a-f4e6-2bb2-22a5c646ed80",2023-09-18T19:59:06Z,2023-10-19T20:39:27Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","a03bc3ad-a483-ed87-e977-fc24e4b6ca7b","GLASS SHOWER DOORS",false,,2,false,"5'W SHOWER DOORS
HARDWARE BRUSHED NICKEL",1,,,"Item",false,,false,40,1800,2520
"354c7b3b-28c2-4bb0-a650-3dd36aa14b95",2023-04-07T20:17:13Z,2023-04-07T20:17:13Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","ff64c2c8-2c6e-72d5-9c68-b1932c0df99a","Plywood replacement on the roof",false,,4,false,,1,,,"Item",false,,false,45,2000,2900
"355a29ad-7aee-0ee7-f441-ebf36f504dcb",2022-09-28T18:15:01Z,2022-11-29T17:04:12Z,"25002954-d890-4b6f-9100-53afc320aff6","42","Notes",true,,10,false,"Customer to supply all finish materials:
LVT floor,Tile,countertops,plumbing fixtures,vanities,toilet",0,0,0,"Text",false,,false,,,
